theta,phi,psi,altitude,vx,vy,vz,accelx,accely,accelz,yaw1,yaw2
89380.0,-145727.0,124353.0,398.0,0.0,0.0,0.0,978.451,-19.513,14.69,0.579,-0.18
89380.0,-145769.0,124309.0,397.0,0.0,0.0,0.0,978.426,-19.54,14.69,0.585,-0.18
89380.0,-145761.0,124315.0,397.0,0.0,0.0,0.0,978.49,-17.289,12.25,0.435,-0.19
89381.0,-145735.0,124338.0,397.0,0.0,0.0,0.0,978.539,-17.432,9.92,0.484,-0.18
89381.0,-145751.0,124319.0,397.0,0.0,0.0,0.0,978.481,-20.299,10.57,0.423,-0.18
89382.0,-145736.0,124332.0,397.0,0.0,0.0,0.0,978.472,-17.69,10.82,0.505,-0.18
89383.0,-145715.0,124350.0,397.0,0.0,0.0,0.0,978.473,-17.318,10.64,0.656,-0.18
89383.0,-145733.0,124329.0,397.0,0.0,0.0,0.0,978.455,-20.433,10.75,0.565,-0.18
89384.0,-145747.0,124311.0,397.0,0.0,0.0,0.0,978.462,-20.114,10.73,0.633,-0.18
89385.0,-145776.0,124280.0,397.0,0.0,0.0,0.0,978.393,-19.56,13.13,0.559,-0.18
89385.0,-145824.0,124230.0,397.0,0.0,0.0,0.0,978.322,-19.596,15.46,0.548,-0.18
89385.0,-145866.0,124184.0,397.0,0.0,0.0,0.0,980.723,-19.535,14.91,0.597,-0.18
89385.0,-145906.0,124141.0,397.0,0.0,0.0,0.0,983.057,-19.538,14.65,0.59,-0.18
89385.0,-145946.0,124098.0,397.0,0.0,0.0,0.0,980.094,-19.432,14.76,0.575,-0.18
89385.0,-145986.0,124056.0,397.0,0.0,0.0,0.0,979.844,-19.446,14.72,0.438,-0.18
89386.0,-146027.0,124012.0,397.0,0.0,0.0,0.0,982.917,-19.488,14.78,0.482,-0.18
89386.0,-146069.0,123969.0,397.0,0.0,0.0,0.0,982.591,-19.513,14.76,0.42,-0.18
89386.0,-146110.0,123925.0,398.0,0.0,0.0,0.0,979.75,-19.548,14.72,0.508,-0.18
89386.0,-146150.0,123881.0,398.0,0.0,0.0,0.0,977.622,-19.596,14.68,0.656,-0.18
89387.0,-146192.0,123837.0,398.0,0.0,0.0,0.0,978.167,-19.663,14.68,0.563,-0.18
89387.0,-146234.0,123792.0,398.0,0.0,0.0,0.0,978.497,-19.697,14.69,0.633,-0.18
89387.0,-146277.0,123747.0,398.0,0.0,0.0,0.0,980.666,-19.701,14.73,0.559,-0.18
89387.0,-146289.0,123732.0,398.0,0.0,0.0,0.0,983.065,-17.322,14.73,0.547,-0.18
89387.0,-146270.0,123748.0,398.0,0.0,0.0,0.0,980.108,-14.929,14.63,0.597,-0.18
